title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
Ride Along 2,323675,fail,40000000,124827316,Action,31.498,2016,English Language,102,6.2,1330,en,17.50439001207821,18.64244186815439
Sausage Party,223702,pass,19000000,140705322,Animation,76.68,2016,English Language,89,5.7,5961,en,16.759949537130716,18.76217834652918
The Shallows,332567,pass,17000000,119100758,Horror,31.263,2016,English Language,86,6.4,4263,en,16.64872390202049,18.59548039870494
Shin Godzilla,315011,fail,15000000,77947607,Action,23.958,2016,Foreign Language,120,7.1,761,ja,16.523560759066484,18.171547453830698
Sing,335797,pass,75000000,634151679,Animation,219.82,2016,English Language,108,7.1,6322,en,18.132998671500584,20.26779872511278
Sing Street,369557,fail,4000000,13624522,Comedy,18.257,2016,English Language,106,7.9,1798,en,15.201804919084164,16.427381815329365
Snowden,302401,fail,40000000,37357216,Drama,24.63,2016,English Language,134,7.1,3565,en,17.50439001207821,17.436036650347013
Southside with You,310888,fail,1500000,6512004,Romance,16.724,2016,English Language,80,5.6,172,en,14.22097566607244,15.68915780091494
Split,381288,pass,9000000,278454358,Horror,68.064,2016,English Language,117,7.3,14445,en,16.012735135300492,19.44476471880224
Star Trek Beyond,188927,fail,185000000,343471816,Action,35.068,2016,English Language,122,6.8,5510,en,19.0358663830426,19.654615616769895
Storks,332210,fail,70000000,182379278,Adventure,41.404,2016,English Language,87,6.6,1881,en,18.064005800013632,19.02159902169455
Sully,363676,fail,60000000,240797623,Drama,30.398,2016,English Language,96,7.1,5772,en,17.909855120186375,19.29946740008776
Swiss Army Man,347031,fail,3000000,4210454,Comedy,17.706,2016,English Language,97,6.9,2695,en,14.914122846632385,15.253081038324224
Teenage Mutant Ninja Turtles: Out of the Shadows,308531,pass,135000000,245623848,Action,57.709,2016,English Language,112,6,2743,en,18.720785336402702,19.319311850500466
Their Finest,340101,pass,11795877,3603484,Romance,9.768,2017,English Language,117,6.7,314,en,16.28326062159946,15.097411713209121
Triple 9,146198,pass,20000000,12639297,Action,23.53,2016,English Language,115,5.9,1709,en,16.811242831518264,16.35232132804769
Trolls,136799,pass,125000000,346864462,Family,70.221,2016,English Language,92,6.7,2908,en,18.643824295266576,19.664444662183676
Underworld: Blood Wars,346672,fail,35000000,81093313,Fantasy,60.689,2016,English Language,91,5.8,3041,en,17.37085861945369,18.211111061925354
War Dogs,308266,fail,40000000,86234523,Comedy,34.945,2016,English Language,114,6.9,3656,en,17.50439001207821,18.272581154295576
Warcraft,68735,pass,160000000,433677183,Action,48.178,2016,English Language,123,6.3,5537,en,18.890684373198102,19.88781099732249
Whiskey Tango Foxtrot,279641,pass,35000000,23083334,Comedy,9.725,2016,English Language,112,6.3,775,en,17.37085861945369,16.954621443244477
X-Men: Apocalypse,246655,pass,178000000,543934787,Action,78.319,2016,English Language,144,6.5,10864,en,18.99729410825636,20.11433992079618
Zootopia,269149,pass,150000000,1023784195,Animation,91.562,2016,English Language,109,7.7,13433,en,18.82614585206053,20.746771594283132
The 33,293646,pass,25000000,24902723,Drama,14.178,2015,English Language,120,6.3,777,en,17.034386382832476,17.030487712885567
A Walk in the Woods,232572,fail,8000000,37461274,Adventure,16.87,2015,English Language,104,6,559,en,15.89495209964411,17.438818264012152
The Age of Adaline,293863,pass,25000000,65663276,Romance,22.185,2015,English Language,112,7.5,5297,en,17.034386382832476,18.00005036218328
Alvin and the Chipmunks: The Road Chip,258509,fail,90000000,233755553,Adventure,35.247,2015,English Language,92,6.1,1303,en,18.31532022829454,19.26978648200063
American Ultra,261392,fail,28000000,27139524,Comedy,23.856,2015,English Language,96,6.1,2324,en,17.14771506813948,17.11650167352891
Ant-Man,102899,fail,130000000,519311965,SciFi,85.139,2015,English Language,117,7.1,16323,en,18.683045008419857,20.068015349180737
Avengers: Age of Ultron,99861,pass,365000000,1405403694,Action,168.116,2015,English Language,141,7.3,18849,en,19.715407911546766,21.063590425152103
Bajirao Mastani,362045,fail,19500000,56000000,War,9.823,2015,Foreign Language,158,7.3,205,hi,16.785925023533974,17.840862248699423
Beasts of No Nation,283587,fail,6000000,9077700,Drama,14.348,2015,English Language,137,7.6,1342,en,15.60727002719233,16.02133141452585
The Big Short,318846,fail,28000000,133346506,Comedy,28.839,2015,English Language,131,7.3,7035,en,17.14771506813948,18.708461606524242
Black Mass,261023,fail,53000000,98837872,Drama,15.038,2015,English Language,123,6.4,2739,en,17.785802471516394,18.408991409107873
Blackhat,201088,fail,70000000,17752940,Crime,35.97,2015,English Language,133,5.4,1609,en,18.064005800013632,16.692061693972754
Bridge of Spies,296098,fail,40000000,165478348,Thriller,17.137,2015,English Language,141,7.2,5698,en,17.50439001207821,18.92435091642813
The Bronze,308453,pass,3500000,615816,Drama,12.271,2016,English Language,108,6.1,291,en,15.068273526459642,13.330703496596836
Brooklyn,167073,pass,11000000,62076141,Romance,14.433,2015,English Language,111,7.3,2629,en,16.213405830762646,17.943872270180314
Chappie,198184,fail,49000000,104399548,Crime,103.945,2015,English Language,120,6.8,6585,en,17.7073308560749,18.463735903901526
Child 44,181283,fail,50000000,3324330,Crime,30.718,2015,English Language,137,6.3,1310,en,17.72753356339242,15.016778708008083
Concussion,321741,fail,35000000,50363790,Drama,17.013,2015,English Language,123,7.1,2079,en,17.37085861945369,17.73478302245005
Creed,312221,fail,37000000,173567581,Drama,60.301,2015,English Language,133,7.4,5691,en,17.4264284706085,18.97207759735973
Crimson Peak,201085,pass,55000000,74679822,Horror,20.645,2015,English Language,119,6.6,4099,en,17.822843743196746,18.12872049313201
Daddy's Home,274167,fail,50000000,242786137,Comedy,31.497,2015,English Language,96,6.2,2496,en,17.72753356339242,19.30769151914394
The Danish Girl,306819,pass,15000000,64191523,Drama,20.257,2015,English Language,119,7.6,5022,en,16.523560759066484,17.977381719443635
Demolition,303991,fail,10000000,4366460,Comedy,12.984,2016,English Language,101,6.7,1608,en,16.11809565095832,15.289463170138978
The Diary of a Teenage Girl,250124,pass,2000000,1477002,Drama,13.249,2015,English Language,98,6.6,595,en,14.508657738524219,14.205524915608741
Dope,308639,fail,700000,17986781,Crime,14.638,2015,English Language,103,7.1,1193,en,13.458835614025542,16.70514765717593
Dragon Ball Z: Resurrection 'F',303857,fail,5000000,61768190,Action,198.129,2015,Foreign Language,93,6.8,1253,ja,15.424948470398375,17.93889906499248
The Dressmaker,298382,pass,11930000,18340000,Drama,13.968,2015,English Language,118,7,1321,en,16.2945667940741,16.724595024792592
The DUFF,272693,pass,8500000,43528634,Romance,31.107,2015,English Language,100,6.8,3870,en,15.955576721460545,17.58892953237908
Entourage,188222,fail,30000000,49263404,Comedy,18.055,2015,English Language,104,6.2,818,en,17.216707939626428,17.712692050989443
Equals,301875,pass,16000000,2084628,Drama,11.667,2015,English Language,101,6.1,1151,en,16.588099280204055,14.550100980030598
Everest,253412,fail,55000000,203427584,Drama,42.529,2015,English Language,121,6.8,3970,en,17.822843743196746,19.130820646936517
Ex Machina,264660,fail,15000000,36869414,Drama,28.309,2015,English Language,108,7.6,10740,en,16.523560759066484,17.422892876403523
Eye in the Sky,333352,pass,13000000,18704595,Drama,10.886,2015,English Language,102,7.1,1230,en,16.38045991542581,16.74427977356526
Fantastic Four,166424,fail,120000000,167977596,Action,55.391,2015,English Language,100,4.4,4950,en,18.60300230074632,18.939341171331822
Fifty Shades of Grey,216015,pass,40000000,571006128,Drama,139.603,2015,English Language,125,5.9,9888,en,17.50439001207821,20.162910499611733
Focus,256591,fail,50100000,153962963,Romance,51.532,2015,English Language,105,6.9,6410,en,17.729531566055094,18.85222263145314
Furious 7,168259,pass,190000000,1515047671,Action,92.925,2015,English Language,137,7.3,8780,en,19.06253463012476,21.1387127414193
Get Hard,257091,fail,40000000,111811453,Comedy,19.07,2015,English Language,100,6,2162,en,17.50439001207821,18.532324555298928
The Gift,2046,pass,10000000,12008642,Horror,12.755,2000,English Language,111,6.4,853,en,16.11809565095832,16.301137115223362
The Good Dinosaur,105864,pass,175000000,332207671,Adventure,86.348,2015,English Language,93,6.7,4415,en,18.980296531887788,19.621270846388
Goosebumps,257445,fail,58000000,158162788,Adventure,46.96,2015,English Language,103,6.3,3095,en,17.875953568510692,18.879135364390034
Grandma,309304,pass,600000,7205073,Comedy,10.704,2015,English Language,78,6.4,290,en,13.304684934198283,15.790295919217312
The Great Gilly Hopkins,331588,pass,5000000,97798,Comedy,17.849,2015,English Language,99,6.6,199,en,15.424948470398375,11.490659405916055
The Green Inferno,171424,pass,5000000,6833445,Action,41.783,2014,English Language,100,5.6,1033,en,15.424948470398375,15.73733949677042
Green Room,313922,pass,5000000,3769214,Horror,15.882,2016,English Language,95,6.7,2034,en,15.424948470398375,15.142377049623875
The Gunman,266396,fail,40000000,13644292,Action,12.312,2015,English Language,115,5.7,769,en,17.50439001207821,16.428831823640245
The Hateful Eight,273248,pass,44000000,155760117,Crime,24.372,2015,English Language,188,7.7,11580,en,17.599700191882537,18.86382767018356
"Hello, My Name Is Doris",320588,pass,1000000,14659448,Comedy,15.076,2015,English Language,95,6.4,385,en,13.815510557964274,16.500595600235016
Hitman: Agent 47,249070,fail,35000000,81967450,Action,84.341,2015,English Language,96,5.8,2425,en,17.37085861945369,18.221832775203023
Hot Pursuit,268920,fail,35000000,51680201,Action,13.961,2015,English Language,87,5.7,1367,en,17.37085861945369,17.76058530674994
Hotel Transylvania 2,159824,pass,80000000,473226958,Family,88.2,2015,English Language,89,6.8,4561,en,18.197537192638155,19.975085658014695
The Hunger Games: Mockingjay - Part 2,131634,pass,160000000,653428261,Action,64.581,2015,English Language,137,6.9,10158,en,18.890684373198102,20.297743308415054
In the Heart of the Sea,205775,fail,100000000,93920758,Thriller,23.548,2015,English Language,122,6.7,3236,en,18.420680743952367,18.35796198470996
Inside Out,150540,pass,175000000,857611174,Animation,89.69,2015,English Language,95,7.9,17173,en,18.980296531887788,20.569661377580257
Insidious: Chapter 3,280092,pass,10000000,104303851,Horror,37.414,2015,English Language,97,6.3,2640,en,16.11809565095832,18.462818841628792
Insurgent,262500,pass,110000000,295238201,Action,81.021,2015,English Language,119,6.4,8624,en,18.51599092375669,19.503293049499778
The Intern,257211,pass,35000000,194564672,Comedy,37.992,2015,English Language,121,7.2,5320,en,17.37085861945369,19.08627516961166
Intruders,63207,pass,13000000,3012210,Thriller,11.761,2011,English Language,100,5.4,389,en,16.38045991542581,14.918184586587055
The Invitation,306947,pass,1000000,354835,Thriller,12.205,2015,English Language,100,6.5,2017,en,13.815510557964274,12.779408171677394
Ip Man 3,365222,fail,36000000,156844753,Action,32.084,2015,Foreign Language,105,7,1242,cn,17.399029496420383,18.870767039698418
Irrational Man,282984,fail,11000000,27391084,Drama,10.173,2015,English Language,95,6.5,2018,en,16.213405830762646,17.1257281169439
Jem and the Holograms,266639,pass,5000000,2333684,Fantasy,10.802,2015,English Language,119,5.5,336,en,15.424948470398375,14.662958692773996
Jupiter Ascending,76757,pass,176000003,183987723,SciFi,71.43,2015,English Language,127,5.4,5691,en,18.98599457004788,19.030379590521108
Jurassic World,135397,pass,150000000,1671713208,Action,104.854,2015,English Language,124,6.7,17399,en,18.82614585206053,21.23711481058081
Krampus,287903,pass,15000000,61788393,Horror,36.3,2015,English Language,98,6.1,1532,en,16.523560759066484,17.939226089254394
The Lady in the Van,328589,pass,6000000,41387687,Comedy,12.281,2015,English Language,104,6.4,575,en,15.60727002719233,17.538493979099858
Last Knights,308504,fail,40000000,3643591,Action,13.625,2015,English Language,115,6.5,852,en,17.50439001207821,15.10848029176521
The Last Witch Hunter,274854,pass,90000000,146936910,Fantasy,63.235,2015,English Language,106,5.9,2988,en,18.31532022829454,18.80551386894387
The Lazarus Effect,243940,pass,3300000,64110728,Horror,12.738,2015,English Language,83,5.2,1140,en,15.009433026436708,17.97612227138173
The Lobster,254320,pass,4000000,15656193,Comedy,16.764,2015,English Language,118,7,4681,en,15.201804919084164,16.566377115524222
The Longest Ride,228205,pass,34000000,63013281,Drama,26.864,2015,English Language,128,7.6,2649,en,17.341871082580436,17.95885607166241
Louder Than Bombs,157827,fail,11000000,161789,Drama,7.754,2015,English Language,109,6.5,233,en,16.213405830762646,11.99404829612856
Love the Coopers,333348,pass,17000000,42426912,Comedy,16.702,2015,English Language,107,6,627,en,16.64872390202049,17.56329343583569
Mad Max: Fury Road,76341,pass,150000000,378858340,Action,79.44,2015,English Language,121,7.5,18675,en,18.82614585206053,19.752672920089058
Magic Mike XXL,264999,pass,14800000,117813057,Comedy,21.485,2015,English Language,115,6.2,1489,en,16.510137738734343,18.584609663446887
The Man from U.N.C.L.E.,203801,pass,75000000,108145109,Comedy,25.689,2015,English Language,116,7.1,5039,en,18.132998671500584,18.498984485115084
The Martian,286217,pass,108000000,630161890,Drama,62.855,2015,English Language,144,7.7,16322,en,18.497641785088494,20.261487312593133
Max,272878,pass,20000000,43967255,Adventure,35.448,2015,English Language,111,7.1,620,en,16.811242831518264,17.598955710279412
Maze Runner: The Scorch Trials,294254,pass,61000000,312296056,SciFi,91.776,2015,English Language,131,6.7,8523,en,17.926384422137584,19.559462193291075
The Meddler,337154,pass,3200000,4267218,Comedy,11.371,2016,English Language,100,5.9,272,en,14.978661367769956,15.266472650623712
Minions,211672,pass,74000000,1156730962,Family,52.181,2015,English Language,91,6.4,8980,en,18.119575651168443,20.8688637274357
Mission: Impossible - Rogue Nation,177677,fail,150000000,682330139,Action,40.646,2015,English Language,131,7.2,7016,en,18.82614585206053,20.341024173461395
Mortdecai,210860,fail,60000000,30418560,Comedy,24.203,2015,English Language,106,5.5,2250,en,17.909855120186375,17.23056350639687
Mr. Holmes,280996,fail,11000000,29355203,Drama,13.502,2015,English Language,104,6.5,1535,en,16.213405830762646,17.194980362803133
Mustang,336804,pass,1300000,250000,Drama,8.532,2015,Foreign Language,97,7.8,1124,tr,14.077874822431765,12.429216196844383
Paul Blart: Mall Cop 2,256961,fail,38000000,107597242,Action,34.192,2015,English Language,94,5.2,1257,en,17.45309671769066,18.493905573393192
Pawn Sacrifice,245698,fail,19000000,5578519,Thriller,11.576,2015,English Language,115,6.7,691,en,16.759949537130716,15.534433886943066
The Peanuts Movie,227973,pass,99000000,246233113,Adventure,40.163,2015,English Language,88,6.8,1268,en,18.410630408098864,19.32178925901524
The Perfect Guy,304372,fail,12000000,60273173,Thriller,11.752,2015,English Language,100,5.7,267,en,16.300417207752275,17.914397670497877
Pitch Perfect 2,254470,pass,29000000,287506194,Comedy,49.323,2015,English Language,115,6.9,4669,en,17.182806387950748,19.47675496231743
Pixels,257344,fail,88000000,243637091,Action,155.448,2015,English Language,105,5.7,6216,en,18.29284737244248,19.31119034411411
Point Break,257088,fail,105000000,133718711,Action,28.599,2015,English Language,114,5.9,1892,en,18.469470908121796,18.71124897992439
The Revenant,281957,fail,135000000,532950503,Western,56.466,2015,English Language,157,7.5,15171,en,18.720785336402702,20.093939112902333
Ricki and the Flash,275601,pass,18000000,41325328,Comedy,16.904,2015,English Language,100,5.8,608,en,16.70588231586044,17.536986138723954
Run All Night,241554,fail,50000000,71561644,Action,26.374,2015,English Language,114,6.4,2306,en,17.72753356339242,18.08606979006924
San Andreas,254128,pass,110000000,473990832,Action,134.723,2015,English Language,114,6.2,6898,en,18.51599092375669,19.976698537700145
Scouts Guide to the Zombie Apocalypse,273477,fail,15000000,14860766,Comedy,60.218,2015,English Language,93,6.5,1426,en,16.523560759066484,16.51423514370462
The Second Best Exotic Marigold Hotel,268238,pass,10000000,85978266,Drama,10.363,2015,English Language,122,6.4,566,en,16.11809565095832,18.269605101348233
Self/less,238615,fail,26000000,31807156,SciFi,42.987,2015,English Language,117,6.4,2478,en,17.073607095985757,17.275201853881168
Shaun the Sheep Movie,263109,fail,25000000,106209378,Family,19.779,2015,English Language,85,7,1073,en,17.034386382832476,18.480922967958193
Sicario,273481,fail,30000000,84872444,Action,66.177,2015,English Language,122,7.4,6537,en,17.216707939626428,18.256660028514858
Sisters,266294,pass,30000000,105011053,Comedy,19.884,2015,English Language,118,6,1168,en,17.216707939626428,18.469576169248317
Slow West,223485,fail,2000000,229094,Western,11.441,2015,English Language,84,6.7,781,en,14.508657738524219,12.34188767866171
Southpaw,307081,fail,30000000,91709827,Action,108.592,2015,English Language,123,7.4,4538,en,17.216707939626428,18.334140096152364
Spectre,206647,fail,245000000,880674609,Action,95.128,2015,English Language,148,6.5,8723,en,19.316768768509,20.596198772884325
The SpongeBob Movie: Sponge Out of Water,228165,fail,74000000,311594032,Family,56.324,2015,English Language,92,6.1,1872,en,18.119575651168443,19.557211719017502
Spotlight,314365,fail,20000000,98690254,Drama,17.036,2015,English Language,129,7.8,6867,en,16.811242831518264,18.407496755860553
Spy,238713,pass,65000000,235666219,Action,73.782,2015,English Language,120,6.8,5087,en,17.98989782785991,19.27792703561526
Star Wars: The Force Awakens,140607,pass,245000000,2068223624,Action,67.696,2015,English Language,136,7.3,16389,en,19.316768768509,21.449955923142902
Steve Jobs,321697,pass,30000000,34441873,Drama,15.296,2015,English Language,122,6.8,3475,en,17.216707939626428,17.354783620481726
Straight Outta Compton,277216,fail,28000000,201634991,Drama,36.526,2015,English Language,147,7.8,2992,en,17.14771506813948,19.121969645568825
Suffragette,245168,pass,14000000,16002420,Drama,10.808,2015,English Language,106,7.3,1366,en,16.454567887579532,16.588250518766927
Tangerine,308084,pass,100000,924793,Comedy,12.688,2015,English Language,87,7,464,en,11.512925464970229,13.737325207667451
Ted 2,214756,fail,68000000,215863606,Comedy,155.187,2015,English Language,115,6.3,5929,en,18.03501826314038,19.190157312493877
Terminator Genisys,87101,fail,155000000,440603537,SciFi,101.614,2015,English Language,126,5.9,6942,en,18.858935674883522,19.90365601998981
Tomorrowland,158852,pass,190000000,209154322,Adventure,46.576,2015,English Language,130,6.2,5944,en,19.06253463012476,19.15858292023376
Trainwreck,271718,pass,35000000,140795793,Comedy,36.848,2015,English Language,125,5.8,2218,en,17.37085861945369,18.76282112198046
The Transporter Refueled,287948,pass,25000000,72629670,Action,56.928,2015,English Language,96,5.5,1198,en,17.034386382832476,18.100884073994994
Trumbo,294016,pass,15000000,8235661,Drama,11.83,2015,English Language,124,7.2,1266,en,16.523560759066484,15.92398418552504
Unfinished Business,239573,fail,35000000,14431253,Comedy,12.549,2015,English Language,91,5.4,662,en,17.37085861945369,16.48490675996712
Victor Frankenstein,228066,fail,40000000,34227298,Drama,16.562,2015,English Language,109,5.9,1700,en,17.50439001207821,17.348534070785394
The Visit,298312,pass,5000000,98450062,Horror,17.205,2015,English Language,94,6.3,3661,en,15.424948470398375,18.40505999281051
The Walk,285783,fail,35000000,61181942,Adventure,13.596,2015,English Language,123,7,2638,en,17.37085861945369,17.929362638582727
The Wedding Ringer,252838,pass,23000000,79799880,Comedy,35.362,2015,English Language,101,6.5,1300,en,16.951004773893423,18.19503255865951
Woman in Gold,304357,pass,11000000,61619773,Drama,12.37,2015,English Language,109,7.4,1099,en,16.213405830762646,17.936493367257135
Woodlawn,333596,fail,12000000,14394097,Drama,36.396,2015,English Language,123,7,138,en,16.300417207752275,16.482328749946173
Youth,310593,fail,13360000,2000000,Comedy,16.766,2015,Foreign Language,125,6.9,1616,it,16.407775726072774,14.508657738524219
'71,252178,fail,11000000,3200000,Thriller,11.79,2014,English Language,99,6.8,847,en,16.213405830762646,14.978661367769956
3 Days to Kill,192102,pass,28000000,52597999,Action,20.78,2014,English Language,113,6.1,1737,en,17.14771506813948,17.778188635159236
300: Rise of an Empire,53182,fail,110000000,337580051,Action,45.978,2014,English Language,102,6.1,5293,en,18.51599092375669,19.637313228300346
5 Flights Up,286521,pass,6000000,1020921,Drama,8.949,2014,English Language,92,6,245,en,15.60727002719233,13.836215719030765
A Girl Walks Home Alone at Night,252171,pass,1000000,395000,Horror,8.642,2014,English Language,99,6.9,633,en,13.815510557964274,12.886641043883259
A Million Ways to Die in the West,188161,fail,40000000,86410000,Comedy,20.759,2014,English Language,116,6,3286,en,17.50439001207821,18.274613967817583
A Most Violent Year,241239,pass,20000000,12007070,Crime,18.18,2014,English Language,125,6.6,1124,en,16.811242831518264,16.301006200928402
A Most Wanted Man,157849,fail,15000000,31554855,Thriller,9.488,2014,English Language,121,6.5,1066,en,16.523560759066484,17.267238017838597
A Walk Among the Tombstones,169917,fail,28000000,53181600,Crime,65.391,2014,English Language,114,6.3,2281,en,17.14771506813948,17.78922302982524
About Last Night,222899,fail,12500000,49002684,Comedy,20.589,2014,English Language,100,6,425,en,16.34123920227253,17.707385630084982
The Adventurer: The Curse of the Midas Box,227707,fail,25000000,6399,Fantasy,22.055,2013,English Language,99,5.6,167,en,17.034386382832476,8.76389700713946
Aloft,251321,pass,8000000,53086,Drama,10.609,2014,English Language,112,5.6,93,en,15.89495209964411,10.879668518983348
American Sniper,190859,fail,58800000,542307423,War,103.293,2014,English Language,133,7.4,10661,en,17.889652412868855,20.111343599713184
Annabelle,250546,pass,6500000,257047661,Horror,58.489,2014,English Language,99,5.7,4975,en,15.687312734865866,19.364772077027382
Annie,196867,pass,65000000,133821816,Comedy,27.325,2014,English Language,119,6.2,1084,en,17.98989782785991,18.71201974169466
The Babadook,242224,pass,2000000,10312540,Drama,22.93,2014,English Language,94,6.5,4880,en,14.508657738524219,16.14887118840543
Barefoot,242042,pass,6000000,15071,Comedy,10.99,2014,English Language,90,6.5,494,en,15.60727002719233,9.620527646419676
Before I Go to Sleep,204922,pass,22000000,15447154,Mystery,18.974,2014,English Language,92,6.5,1601,en,16.90655301132259,16.552935337220074
Begin Again,198277,pass,8000000,63464861,Comedy,18.882,2013,English Language,104,7.3,3116,en,15.89495209964411,17.96599694061845
Belle,205601,pass,10900000,16505460,Drama,10.711,2013,English Language,105,7.2,556,en,16.204273347199372,16.61920179322338
Better Living Through Chemistry,157099,fail,5000000,75143,Drama,12.38,2014,English Language,91,6,208,en,15.424948470398375,11.227148243803411
Beyond the Lights,241771,pass,7000000,14618727,Romance,9.393,2014,English Language,116,7,322,en,15.761420707019587,16.497813935991456
Big Eyes,87093,pass,10000000,28883511,Drama,16.242,2014,English Language,106,7,2965,en,16.11809565095832,17.17878143662178
Big Game,230179,fail,8500000,7500000,Action,30.18,2014,English Language,90,5.4,913,en,15.955576721460545,15.830413578506539
Big Hero 6,177572,pass,165000000,657827828,Adventure,149.466,2014,English Language,102,7.8,13163,en,18.921456031864853,20.304453795476284
Blended,232672,pass,40000000,127994610,Comedy,91.643,2014,English Language,117,6.8,2652,en,17.50439001207821,18.667498711622265
The Book of Life,228326,pass,50000000,97437106,Animation,79.146,2014,English Language,95,7.5,2053,en,17.72753356339242,18.394717661156392
The Boxtrolls,170687,fail,60000000,108255770,Animation,21.076,2014,English Language,97,6.7,1357,en,17.909855120186375,18.50000722596676
Boyhood,85350,pass,4000000,48137666,Drama,15.695,2014,English Language,165,7.5,4278,en,15.201804919084164,17.689575505554302
Brick Mansions,254473,pass,28000000,68896829,Action,29.12,2014,English Language,90,5.9,1250,en,17.14771506813948,18.048120711702726
Cake,284276,pass,7000000,2360281,Drama,15.249,2014,English Language,102,6.3,767,en,15.761420707019587,14.674291237710396
Captain America: The Winter Soldier,100402,pass,170000000,714766572,Action,66.991,2014,English Language,136,7.7,15306,en,18.951308995014536,20.387466574627187
Chef,212778,fail,11000000,45967935,Comedy,18.127,2014,English Language,114,7.1,2548,en,16.213405830762646,17.64345464617306
Clouds of Sils Maria,246860,pass,6600000,1851517,Drama,9.301,2014,English Language,124,6.7,602,en,15.702580206996654,14.431515861038184
Dawn of the Planet of the Apes,119450,fail,170000000,710644566,SciFi,100.617,2014,English Language,130,7.3,9121,en,18.951308995014536,20.38168295559927
Divergent,157350,pass,85000000,288747895,Action,77.249,2014,English Language,139,6.9,10878,en,18.258161814454592,19.481064529730414
Dolphin Tale 2,227735,pass,36000000,52424533,Family,12.816,2014,English Language,107,7,292,en,17.399029496420383,17.774885226748825
Dracula Untold,49017,fail,70000000,217124280,Horror,20.632,2014,English Language,92,6.4,5049,en,18.064005800013632,19.19598046645787
Draft Day,200505,fail,25000000,28831145,Drama,15.686,2014,English Language,110,6.7,718,en,17.034386382832476,17.176966784399998
The Drop,154400,fail,12600000,19054534,Drama,32.678,2014,English Language,106,6.7,1720,en,16.349207371921707,16.762815636467572
Edge of Tomorrow,137113,fail,178000000,370541256,Action,69.935,2014,English Language,113,7.6,11136,en,18.99729410825636,19.730475348727936
The Equalizer,156022,fail,55000000,192330738,Thriller,91.684,2014,English Language,132,7.2,6900,en,17.822843743196746,19.074727041779077
Escobar: Paradise Lost,255343,fail,17000000,3758328,Thriller,19.212,2014,English Language,120,6.3,648,en,16.64872390202049,15.139484735615163
Exodus: Gods and Kings,147441,fail,140000000,268031828,Adventure,64.013,2014,English Language,150,5.8,3793,en,18.75715298057358,19.40661629261761
The Expendables 3,138103,fail,90000000,206172544,Action,64.545,2014,English Language,126,6.2,3956,en,18.31532022829454,19.14422396840224
The Fault in Our Stars,222935,pass,12000000,307166834,Romance,59.155,2014,English Language,126,7.6,9686,en,16.300417207752275,19.542901591169866
Foxcatcher,87492,fail,24000000,12096300,Drama,12.263,2014,English Language,134,6.7,1880,en,16.99356438831222,16.3084101786812
The Giver,227156,pass,25000000,66980456,Drama,13.485,2014,English Language,97,6.5,3897,en,17.034386382832476,18.01991143330955
God's Not Dead,249660,pass,17000000,29789000,Drama,32.955,2014,English Language,113,6,706,en,16.64872390202049,17.20964975581452
Gone Girl,210577,pass,61000000,369330363,Mystery,58.001,2014,English Language,149,7.9,15004,en,17.926384422137584,19.72720209415228
The Good Lie,250538,pass,20000000,3396345,Drama,9.465,2014,English Language,110,7.4,402,en,16.811242831518264,15.038210411359456
Grace of Monaco,215211,pass,30000000,26576000,Romance,8.736,2014,English Language,103,6,472,en,17.216707939626428,17.095519110835212
The Grand Budapest Hotel,120467,fail,30000000,174600318,Comedy,29.439,2014,English Language,100,8,11674,en,17.216707939626428,18.97801002267396
Hercules,11970,fail,85000000,252712101,Animation,75.041,1997,English Language,93,7.5,5903,en,18.258161814454592,19.347761458034203
The Hobbit: The Battle of the Five Armies,122917,fail,250000000,956019788,Action,151.21,2014,English Language,144,7.3,11485,en,19.33697147582652,20.67828916954623
The Homesman,264656,fail,16000000,3442853,Western,9.592,2014,English Language,122,6.6,629,en,16.588099280204055,15.051811046085344
Horrible Bosses 2,227159,fail,42000000,107670357,Comedy,30.26,2014,English Language,108,6.2,3438,en,17.553180176247643,18.494584867473225
How to Train Your Dragon 2,82702,fail,145000000,621537500,Fantasy,76.423,2014,English Language,102,7.7,7756,en,18.792244300384848,20.24770680498698
The Hundred-Foot Journey,228194,pass,22000000,88880821,Drama,13.471,2014,English Language,122,7.3,1128,en,16.90655301132259,18.302806940426702
The Hunger Games: Mockingjay - Part 1,131631,pass,125000000,752100229,SciFi,116.274,2014,English Language,123,6.8,13083,en,18.643824295266576,20.438380156277372
"I, Frankenstein",100241,fail,65000000,76801179,Horror,16.98,2014,English Language,92,5.3,1515,en,17.98989782785991,18.156730549562567
If I Stay,249164,pass,11000000,78274843,Drama,25.874,2014,English Language,106,7.4,3732,en,16.213405830762646,18.17573681942577
The Imitation Game,205596,fail,14000000,233555708,History,42.642,2014,English Language,113,8,14068,en,16.454567887579532,19.26893118477644
Infinitely Polar Bear,244539,pass,6700000,1430655,Drama,9.031,2014,English Language,87,6.7,302,en,15.717618084361195,14.173642939324935
Inherent Vice,171274,fail,20000000,14710975,Drama,20.958,2014,English Language,149,6.6,1979,en,16.811242831518264,16.504104371822297
Interstellar,157336,pass,165000000,701729206,Adventure,112.354,2014,English Language,169,8.4,27128,en,18.921456031864853,20.369058141132044
The Interview,228967,fail,44000000,12342632,Action,39.808,2014,English Language,113,6.2,4725,en,17.599700191882537,16.328569843811866
